date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
2024-04-20,10:00,141,162,550,Wedding,Cloudy,0,,Saturday,4,Q2,0.256,0
2024-04-20,17:00,113,132,550,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.205,1
2024-04-21,06:00,220,237,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.4,0
2024-04-21,08:00,283,318,600,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.472,0
2024-04-21,10:00,320,335,600,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.533,0
2024-04-21,17:00,240,262,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.436,0
2024-04-23,17:00,111,119,550,Novena,Rainy,0,,Tuesday,4,Q2,0.202,1
2024-04-25,06:00,77,95,550,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.14,1
2024-04-27,10:00,157,169,550,Youth Mass,Cloudy,0,,Saturday,4,Q2,0.285,0
2024-04-27,17:00,101,107,550,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.184,1
2024-04-28,06:00,221,250,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.402,0
2024-04-28,08:00,288,294,600,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.48,0
2024-04-28,10:00,342,380,600,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.57,0
2024-04-28,17:00,271,284,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.493,0
2024-04-30,17:00,129,150,550,Novena,Cloudy,0,,Tuesday,4,Q2,0.235,1
2024-05-02,06:00,79,87,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.144,1
2024-05-04,13:00,85,92,550,Funeral,Sunny,0,,Saturday,5,Q2,0.155,0
2024-05-04,17:00,107,116,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.195,1
2024-05-05,06:00,205,220,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.373,0
2024-05-05,08:00,273,278,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.455,0
2024-05-05,10:00,318,340,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.53,0
2024-05-05,17:00,252,267,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.458,0
2024-05-07,17:00,71,71,550,Novena,Stormy,0,,Tuesday,5,Q2,0.129,1
2024-05-09,06:00,73,84,550,Regular Mass,Rainy,0,,Thursday,5,Q2,0.133,1
2024-05-11,10:00,150,160,550,Youth Mass,Sunny,0,,Saturday,5,Q2,0.273,0
2024-05-11,17:00,95,105,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.173,1
2024-05-12,06:00,187,192,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.34,1
2024-05-12,08:00,298,336,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.497,0
2024-05-12,10:00,340,362,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.567,0
2024-05-12,17:00,225,237,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.409,0
2024-05-14,17:00,107,121,550,Novena,Rainy,0,,Tuesday,5,Q2,0.195,1
2024-05-16,06:00,80,80,550,Regular Mass,Cloudy,0,,Thursday,5,Q2,0.145,1
2024-05-18,17:00,98,109,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.178,1
2024-05-19,06:00,188,191,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.342,1
2024-05-19,08:00,297,317,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.495,0
2024-05-19,10:00,324,376,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.54,0
2024-05-19,17:00,233,260,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.424,0
2024-05-21,17:00,110,110,550,Novena,Sunny,0,,Tuesday,5,Q2,0.2,1
2024-05-23,06:00,90,96,550,Regular Mass,Cloudy,0,,Thursday,5,Q2,0.164,1
2024-05-25,10:00,87,93,550,Youth Mass,Stormy,0,,Saturday,5,Q2,0.158,0
2024-05-25,17:00,78,78,550,Regular Mass,Stormy,0,,Saturday,5,Q2,0.142,1
2024-05-26,06:00,188,195,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.342,1
2024-05-26,08:00,276,301,600,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.46,0
2024-05-26,10:00,290,323,600,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.483,0
2024-05-26,17:00,229,266,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.416,0
2024-05-28,17:00,107,115,550,Novena,Cloudy,0,,Tuesday,5,Q2,0.195,1
2024-05-30,06:00,93,95,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.169,1
2024-06-01,17:00,85,95,550,Regular Mass,Rainy,0,,Saturday,6,Q2,0.155,1
2024-06-02,06:00,178,181,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.324,1
2024-06-02,08:00,235,266,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.392,0
2024-06-02,10:00,279,297,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.465,0
2024-06-02,17:00,205,205,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.373,0
2024-06-04,17:00,77,93,550,Novena,Stormy,0,,Tuesday,6,Q2,0.14,1
2024-06-06,06:00,80,81,550,Regular Mass,Cloudy,0,,Thursday,6,Q2,0.145,1
2024-06-08,10:00,135,150,550,Youth Mass,Rainy,0,,Saturday,6,Q2,0.245,0
2024-06-08,17:00,83,86,550,Regular Mass,Rainy,0,,Saturday,6,Q2,0.151,1
2024-06-09,06:00,175,175,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.318,1
2024-06-09,08:00,232,259,600,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.387,0
2024-06-09,10:00,261,287,600,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.435,0
2024-06-09,17:00,178,194,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.324,1
2024-06-11,17:00,116,121,550,Novena,Cloudy,0,,Tuesday,6,Q2,0.211,1
2024-06-13,06:00,62,63,550,Regular Mass,Stormy,0,,Thursday,6,Q2,0.113,1
2024-06-13,09:00,67,74,550,Funeral,Stormy,0,,Thursday,6,Q2,0.122,0
2024-06-15,10:00,135,140,550,Wedding,Sunny,0,,Saturday,6,Q2,0.245,0
2024-06-15,17:00,98,103,550,Regular Mass,Sunny,0,,Saturday,6,Q2,0.178,1
2024-06-16,06:00,190,201,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.345,1
2024-06-16,08:00,222,235,600,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.37,0
2024-06-16,10:00,269,309,600,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.448,0
2024-06-16,17:00,200,209,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.364,0
2024-06-18,17:00,103,103,550,Novena,Rainy,0,,Tuesday,6,Q2,0.187,1
2024-06-20,06:00,70,70,550,Regular Mass,Rainy,0,,Thursday,6,Q2,0.127,1
2024-06-22,10:00,144,151,550,Youth Mass,Cloudy,0,,Saturday,6,Q2,0.262,0
2024-06-22,17:00,92,111,550,Regular Mass,Cloudy,0,,Saturday,6,Q2,0.167,1
2024-06-23,06:00,122,122,550,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.222,1
2024-06-23,08:00,146,156,600,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.243,1
2024-06-23,10:00,185,204,600,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.308,1
2024-06-23,17:00,129,132,550,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.235,1
2024-06-25,17:00,114,114,550,Novena,Cloudy,0,,Tuesday,6,Q2,0.207,1
2024-06-27,06:00,40,48,550,Regular Mass,Stormy,0,,Thursday,6,Q2,0.073,1
2024-06-29,17:00,83,91,550,Regular Mass,Cloudy,0,,Saturday,6,Q2,0.151,1
2024-06-30,06:00,121,122,550,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.22,1
2024-06-30,08:00,167,174,600,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.278,1
2024-06-30,10:00,187,211,600,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.312,1
2024-06-30,17:00,141,142,550,Sunday Mass,Stormy,0,,Sunday,6,Q2,0.256,1
2024-07-02,17:00,103,108,550,Novena,Rainy,0,,Tuesday,7,Q3,0.187,1
2024-07-04,06:00,64,78,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.116,1
2024-07-06,17:00,94,105,550,Regular Mass,Sunny,0,,Saturday,7,Q3,0.171,1
2024-07-07,06:00,184,210,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.335,1
2024-07-07,08:00,277,300,600,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.462,0
2024-07-07,10:00,293,293,600,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.488,0
2024-07-07,17:00,247,247,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.449,0
2024-07-09,17:00,124,135,550,Novena,Cloudy,0,,Tuesday,7,Q3,0.225,1
2024-07-11,06:00,70,82,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.127,1
2024-07-13,10:00,127,135,550,Youth Mass,Rainy,0,,Saturday,7,Q3,0.231,0
2024-07-13,17:00,79,83,550,Regular Mass,Rainy,0,,Saturday,7,Q3,0.144,1
2024-07-14,06:00,177,194,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.322,1
2024-07-14,08:00,251,280,600,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.418,0
2024-07-14,10:00,300,300,600,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.5,0
2024-07-14,17:00,227,244,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.413,0
2024-07-16,17:00,88,91,550,Novena,Rainy,0,,Tuesday,7,Q3,0.16,1
2024-07-18,06:00,54,54,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.098,1
2024-07-20,17:00,73,83,550,Regular Mass,Rainy,0,,Saturday,7,Q3,0.133,1
2024-07-21,06:00,138,139,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.251,1
2024-07-21,08:00,224,236,600,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.373,0
2024-07-21,10:00,263,292,600,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.438,0
2024-07-21,17:00,192,196,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.349,1
2024-07-23,17:00,116,124,550,Novena,Cloudy,0,,Tuesday,7,Q3,0.211,1
2024-07-25,06:00,79,86,550,Regular Mass,Sunny,0,,Thursday,7,Q3,0.144,1
2024-07-27,10:00,140,153,550,Youth Mass,Cloudy,0,,Saturday,7,Q3,0.255,0
2024-07-27,17:00,95,101,550,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.173,1
2024-07-28,06:00,125,125,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.227,1
2024-07-28,08:00,165,176,600,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.275,1
2024-07-28,10:00,193,193,600,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.322,1
2024-07-28,17:00,157,168,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.285,1
2024-07-30,17:00,120,134,550,Novena,Cloudy,0,,Tuesday,7,Q3,0.218,1
2024-08-01,06:00,81,81,550,Regular Mass,Cloudy,0,,Thursday,8,Q3,0.147,1
2024-08-03,17:00,97,105,550,Regular Mass,Sunny,0,,Saturday,8,Q3,0.176,1
2024-08-04,06:00,158,168,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.287,1
2024-08-04,08:00,252,294,600,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.42,0
2024-08-04,10:00,286,319,600,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.477,0
2024-08-04,17:00,218,220,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.396,0
2024-08-05,13:00,56,60,550,Funeral,Stormy,0,,Monday,8,Q3,0.102,0
2024-08-06,17:00,114,120,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.207,1
2024-08-08,06:00,45,59,550,Regular Mass,Stormy,0,,Thursday,8,Q3,0.082,1
2024-08-10,10:00,117,135,550,Youth Mass,Rainy,0,,Saturday,8,Q3,0.213,0
2024-08-10,17:00,85,85,550,Regular Mass,Rainy,0,,Saturday,8,Q3,0.155,1
2024-08-11,06:00,179,199,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.325,1
2024-08-11,08:00,250,278,600,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.417,0
2024-08-11,10:00,306,330,600,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.51,0
2024-08-11,17:00,213,242,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.387,0
2024-08-13,17:00,99,114,550,Novena,Sunny,0,,Tuesday,8,Q3,0.18,1
2024-08-15,06:00,51,57,550,Regular Mass,Stormy,0,,Thursday,8,Q3,0.093,1
2024-08-17,17:00,93,93,550,Regular Mass,Rainy,0,,Saturday,8,Q3,0.169,1
2024-08-18,06:00,203,215,550,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.369,0
2024-08-18,08:00,285,298,600,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.475,0
2024-08-18,10:00,315,321,600,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.525,0
2024-08-18,17:00,223,229,550,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.405,0
2024-08-20,17:00,53,58,550,Novena,Stormy,0,Unexpected local disruption,Tuesday,8,Q3,0.096,1
2024-08-22,06:00,71,71,550,Regular Mass,Cloudy,0,,Thursday,8,Q3,0.129,1
2024-08-24,10:00,155,170,550,Youth Mass,Sunny,0,,Saturday,8,Q3,0.282,0
2024-08-24,17:00,110,118,550,Regular Mass,Sunny,0,,Saturday,8,Q3,0.2,1
2024-08-25,06:00,160,177,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.291,1
