date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
2025-04-02,09:00,98,98,550,Funeral,Rainy,0,,Wednesday,4,Q2,0.178,0
2025-04-03,06:00,70,84,550,Regular Mass,Rainy,0,,Thursday,4,Q2,0.127,1
2025-04-05,17:00,76,96,550,Regular Mass,Stormy,0,,Saturday,4,Q2,0.138,1
2025-04-06,06:00,199,204,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.362,0
2025-04-06,08:00,264,269,600,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.44,0
2025-04-06,10:00,318,337,600,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.53,0
2025-04-06,17:00,222,237,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.404,0
2025-04-08,17:00,109,116,550,Novena,Cloudy,0,,Tuesday,4,Q2,0.198,1
2025-04-10,06:00,88,88,550,Regular Mass,Sunny,0,,Thursday,4,Q2,0.16,1
2025-04-12,10:00,158,174,550,Youth Mass,Cloudy,0,,Saturday,4,Q2,0.287,0
2025-04-12,17:00,114,123,550,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.207,1
2025-04-13,06:00,229,245,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.416,0
2025-04-13,08:00,301,335,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.502,0
2025-04-13,10:00,206,223,600,Sunday Mass,Cloudy,0,Unexpected local disruption,Sunday,4,Q2,0.343,1
2025-04-13,17:00,249,261,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.453,0
2025-04-15,17:00,121,123,550,Novena,Rainy,0,,Tuesday,4,Q2,0.22,1
2025-04-17,06:00,90,94,550,Regular Mass,Sunny,0,,Thursday,4,Q2,0.164,1
2025-04-19,17:00,71,71,550,Regular Mass,Sunny,0,Unexpected local disruption,Saturday,4,Q2,0.129,1
2025-04-20,06:00,214,238,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.389,0
2025-04-20,08:00,309,318,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.515,0
2025-04-20,10:00,355,377,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.592,0
2025-04-20,17:00,256,271,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.465,0
2025-04-22,17:00,133,153,550,Novena,Sunny,0,,Tuesday,4,Q2,0.242,1
2025-04-24,06:00,51,59,550,Regular Mass,Stormy,0,,Thursday,4,Q2,0.093,1
2025-04-26,10:00,112,113,550,Youth Mass,Stormy,0,,Saturday,4,Q2,0.204,0
2025-04-26,17:00,72,72,550,Regular Mass,Stormy,0,,Saturday,4,Q2,0.131,1
2025-04-27,06:00,208,230,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.378,0
2025-04-27,08:00,293,313,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.488,0
2025-04-27,10:00,361,383,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.602,0
2025-04-27,17:00,262,277,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.476,0
2025-04-29,17:00,130,144,550,Novena,Sunny,0,,Tuesday,4,Q2,0.236,1
2025-05-01,06:00,87,90,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.158,1
2025-05-02,15:00,148,148,550,Wedding,Cloudy,0,,Friday,5,Q2,0.269,0
2025-05-03,17:00,116,138,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.211,1
2025-05-04,06:00,185,200,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.336,1
2025-05-04,08:00,296,313,600,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.493,0
2025-05-04,10:00,332,369,600,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.553,0
2025-05-04,17:00,257,272,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.467,0
2025-05-06,17:00,133,145,550,Novena,Sunny,0,,Tuesday,5,Q2,0.242,1
2025-05-08,06:00,75,75,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.136,1
2025-05-09,13:00,84,85,550,Funeral,Cloudy,0,,Friday,5,Q2,0.153,0
2025-05-10,10:00,154,168,550,Youth Mass,Sunny,0,,Saturday,5,Q2,0.28,0
2025-05-10,17:00,122,142,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.222,1
2025-05-11,06:00,165,184,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.3,1
2025-05-11,08:00,266,288,600,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.443,0
2025-05-11,10:00,271,294,600,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.452,0
2025-05-11,17:00,207,224,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.376,0
2025-05-13,17:00,129,129,550,Novena,Sunny,0,,Tuesday,5,Q2,0.235,1
2025-05-15,06:00,75,81,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.136,1
2025-05-17,17:00,108,108,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.196,1
2025-05-18,06:00,194,221,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.353,0
2025-05-18,08:00,289,301,600,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.482,0
2025-05-18,10:00,329,362,600,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.548,0
2025-05-18,17:00,225,254,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.409,0
2025-05-20,17:00,120,136,550,Novena,Sunny,0,,Tuesday,5,Q2,0.218,1
2025-05-21,13:00,87,87,550,Funeral,Cloudy,0,,Wednesday,5,Q2,0.158,0
2025-05-22,06:00,69,69,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.125,1
2025-05-24,10:00,123,133,550,Youth Mass,Rainy,0,,Saturday,5,Q2,0.224,0
2025-05-24,17:00,101,105,550,Regular Mass,Rainy,0,,Saturday,5,Q2,0.184,1
2025-05-25,06:00,194,201,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.353,0
2025-05-25,08:00,308,342,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.513,0
2025-05-25,10:00,328,340,600,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.547,0
2025-05-25,17:00,250,261,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.455,0
2025-05-27,17:00,112,131,550,Novena,Cloudy,0,,Tuesday,5,Q2,0.204,1
2025-05-29,06:00,57,57,550,Regular Mass,Stormy,0,,Thursday,5,Q2,0.104,1
2025-05-31,17:00,89,89,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.162,1
2025-06-01,06:00,191,194,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.347,1
2025-06-01,08:00,273,307,600,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.455,0
2025-06-01,10:00,331,359,600,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.552,0
2025-06-01,17:00,228,238,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.415,0
2025-06-03,17:00,107,113,550,Novena,Rainy,0,,Tuesday,6,Q2,0.195,1
2025-06-05,06:00,50,56,550,Regular Mass,Stormy,0,,Thursday,6,Q2,0.091,1
2025-06-07,17:00,82,84,550,Regular Mass,Rainy,0,,Saturday,6,Q2,0.149,1
2025-06-08,06:00,175,178,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.318,1
2025-06-08,08:00,265,272,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.442,0
2025-06-08,09:00,104,116,550,Funeral,Cloudy,0,,Sunday,6,Q2,0.189,0
2025-06-08,10:00,313,332,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.522,0
2025-06-08,17:00,221,228,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.402,0
2025-06-10,17:00,110,112,550,Novena,Cloudy,0,,Tuesday,6,Q2,0.2,1
2025-06-12,06:00,65,78,550,Regular Mass,Rainy,0,,Thursday,6,Q2,0.118,1
2025-06-14,10:00,98,104,550,Youth Mass,Stormy,0,,Saturday,6,Q2,0.178,0
2025-06-14,17:00,66,66,550,Regular Mass,Stormy,0,,Saturday,6,Q2,0.12,1
2025-06-15,06:00,188,191,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.342,1
2025-06-15,08:00,267,281,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.445,0
2025-06-15,10:00,293,310,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.488,0
2025-06-15,17:00,230,245,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.418,0
2025-06-17,17:00,133,149,550,Novena,Cloudy,0,,Tuesday,6,Q2,0.242,1
2025-06-19,06:00,78,78,550,Regular Mass,Sunny,0,,Thursday,6,Q2,0.142,1
2025-06-21,17:00,99,101,550,Regular Mass,Sunny,0,,Saturday,6,Q2,0.18,1
2025-06-22,06:00,149,164,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.271,1
2025-06-22,08:00,239,263,600,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.398,0
2025-06-22,10:00,271,292,600,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.452,0
2025-06-22,17:00,188,205,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.342,1
2025-06-24,17:00,137,158,550,Novena,Cloudy,0,,Tuesday,6,Q2,0.249,1
2025-06-26,06:00,59,66,550,Regular Mass,Stormy,0,,Thursday,6,Q2,0.107,1
2025-06-28,10:00,123,138,550,Youth Mass,Rainy,0,,Saturday,6,Q2,0.224,0
2025-06-28,17:00,83,99,550,Regular Mass,Rainy,0,,Saturday,6,Q2,0.151,1
2025-06-29,06:00,184,204,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.335,1
2025-06-29,08:00,289,289,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.482,0
2025-06-29,10:00,329,350,600,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.548,0
2025-06-29,17:00,229,249,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.416,0
2025-07-01,17:00,68,76,550,Novena,Stormy,0,,Tuesday,7,Q3,0.124,1
2025-07-03,06:00,75,75,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.136,1
2025-07-04,15:00,109,110,550,Wedding,Rainy,0,,Friday,7,Q3,0.198,0
2025-07-05,10:00,134,150,550,Wedding,Cloudy,0,,Saturday,7,Q3,0.244,0
2025-07-05,17:00,87,98,550,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.158,1
2025-07-06,06:00,155,158,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.282,1
2025-07-06,08:00,239,253,600,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.398,0
2025-07-06,10:00,278,300,600,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.463,0
2025-07-06,17:00,182,185,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.331,1
2025-07-08,17:00,108,108,550,Novena,Rainy,0,,Tuesday,7,Q3,0.196,1
2025-07-10,06:00,71,72,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.129,1
2025-07-12,10:00,144,154,550,Youth Mass,Cloudy,0,,Saturday,7,Q3,0.262,0
2025-07-12,17:00,83,83,550,Regular Mass,Cloudy,0,Unexpected local disruption,Saturday,7,Q3,0.151,1
2025-07-13,06:00,154,167,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.28,1
2025-07-13,08:00,237,257,600,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.395,0
2025-07-13,10:00,268,268,600,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.447,0
2025-07-13,17:00,204,219,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.371,0
2025-07-15,17:00,73,77,550,Novena,Stormy,0,,Tuesday,7,Q3,0.133,1
2025-07-17,06:00,59,67,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.107,1
2025-07-19,17:00,94,96,550,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.171,1
2025-07-20,06:00,183,195,550,Sunday Mass,Sunny,0,,Sunday,7,Q3,0.333,1
2025-07-20,08:00,278,292,600,Sunday Mass,Sunny,0,,Sunday,7,Q3,0.463,0
2025-07-20,10:00,329,355,600,Sunday Mass,Sunny,0,,Sunday,7,Q3,0.548,0
2025-07-20,17:00,252,266,550,Sunday Mass,Sunny,0,,Sunday,7,Q3,0.458,0
2025-07-22,17:00,98,99,550,Novena,Rainy,0,,Tuesday,7,Q3,0.178,1
2025-07-24,06:00,79,79,550,Regular Mass,Cloudy,0,,Thursday,7,Q3,0.144,1
2025-07-26,10:00,120,140,550,Youth Mass,Rainy,0,,Saturday,7,Q3,0.218,0
2025-07-26,17:00,93,102,550,Regular Mass,Rainy,0,,Saturday,7,Q3,0.169,1
2025-07-27,06:00,199,224,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.362,0
2025-07-27,08:00,274,298,600,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.457,0
2025-07-27,10:00,301,330,600,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.502,0
2025-07-27,17:00,211,234,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.384,0
2025-07-29,09:00,90,96,550,Funeral,Rainy,0,,Tuesday,7,Q3,0.164,0
2025-07-29,17:00,116,127,550,Novena,Rainy,0,,Tuesday,7,Q3,0.211,1
2025-07-31,06:00,80,92,550,Regular Mass,Cloudy,0,,Thursday,7,Q3,0.145,1
2025-08-02,17:00,93,100,550,Regular Mass,Sunny,0,,Saturday,8,Q3,0.169,1
2025-08-03,06:00,129,139,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.235,1
2025-08-03,08:00,163,176,600,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.272,1
2025-08-03,10:00,193,222,600,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.322,1
2025-08-03,17:00,164,167,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.298,1
2025-08-05,17:00,113,117,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.205,1
2025-08-07,06:00,81,86,550,Regular Mass,Cloudy,0,,Thursday,8,Q3,0.147,1
2025-08-08,15:00,85,100,550,Wedding,Sunny,0,Unexpected local disruption,Friday,8,Q3,0.155,0
2025-08-09,08:00,169,173,550,Parish Event,Rainy,0,,Saturday,8,Q3,0.307,0
2025-08-09,10:00,133,135,550,Youth Mass,Rainy,0,,Saturday,8,Q3,0.242,0
2025-08-09,17:00,81,96,550,Regular Mass,Rainy,0,,Saturday,8,Q3,0.147,1
2025-08-10,06:00,150,160,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.273,1
2025-08-10,08:00,239,258,600,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.398,0
2025-08-10,10:00,269,289,600,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.448,0
2025-08-10,17:00,183,183,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.333,1
2025-08-12,17:00,120,124,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.218,1
2025-08-14,06:00,88,103,550,Regular Mass,Cloudy,0,,Thursday,8,Q3,0.16,1
2025-08-14,13:00,76,78,550,Funeral,Cloudy,0,,Thursday,8,Q3,0.138,0
2025-08-16,15:00,164,187,550,Parish Event,Cloudy,0,,Saturday,8,Q3,0.298,0
2025-08-16,17:00,94,96,550,Regular Mass,Cloudy,0,,Saturday,8,Q3,0.171,1
2025-08-17,06:00,184,199,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.335,1
2025-08-17,08:00,229,244,600,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.382,0
2025-08-17,10:00,263,290,600,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.438,0
2025-08-17,17:00,184,206,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.335,1
2025-08-19,17:00,127,143,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.231,1
2025-08-21,06:00,91,92,550,Regular Mass,Sunny,0,,Thursday,8,Q3,0.165,1
2025-08-23,10:00,88,96,550,Youth Mass,Stormy,0,,Saturday,8,Q3,0.16,0
2025-08-23,17:00,69,69,550,Regular Mass,Stormy,0,,Saturday,8,Q3,0.125,1
2025-08-24,06:00,179,187,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.325,1
2025-08-24,08:00,269,282,600,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.448,0
2025-08-24,10:00,329,333,600,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.548,0
