date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
2022-03-22,17:00,85,100,500,Novena,Rainy,0,,Tuesday,3,Q1,0.17,1
2022-03-24,06:00,80,82,500,Regular Mass,Cloudy,0,,Thursday,3,Q1,0.16,1
2022-03-26,10:00,96,100,500,Youth Mass,Cloudy,0,Unexpected local disruption,Saturday,3,Q1,0.192,0
2022-03-26,15:00,129,137,500,Wedding,Cloudy,0,,Saturday,3,Q1,0.258,0
2022-03-26,17:00,89,89,500,Regular Mass,Cloudy,0,,Saturday,3,Q1,0.178,1
2022-03-27,06:00,92,106,500,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.184,1
2022-03-27,08:00,168,179,550,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.305,1
2022-03-27,10:00,173,193,550,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.315,1
2022-03-27,17:00,146,162,500,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.292,1
2022-03-29,08:00,229,246,550,Holiday Mass,Stormy,1,Holy Week,Tuesday,3,Q1,0.416,0
2022-03-29,17:00,217,230,500,Holiday Mass,Stormy,1,Holy Week,Tuesday,3,Q1,0.434,0
2022-03-29,17:00,81,88,500,Novena,Stormy,1,Holy Week,Tuesday,3,Q1,0.162,1
2022-03-31,06:00,107,111,500,Regular Mass,Sunny,1,Easter Sunday,Thursday,3,Q1,0.214,1
2022-03-31,08:00,404,415,550,Holiday Mass,Sunny,1,Easter Sunday,Thursday,3,Q1,0.735,0
2022-03-31,17:00,351,389,500,Holiday Mass,Sunny,1,Easter Sunday,Thursday,3,Q1,0.702,0
2022-04-01,15:00,119,137,500,Wedding,Cloudy,0,,Friday,4,Q2,0.238,0
2022-04-02,17:00,93,105,500,Regular Mass,Sunny,0,,Saturday,4,Q2,0.186,1
2022-04-03,06:00,159,163,500,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.318,1
2022-04-03,08:00,200,218,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.364,0
2022-04-03,10:00,238,260,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.433,0
2022-04-03,17:00,181,194,500,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.362,0
2022-04-05,17:00,109,120,500,Novena,Cloudy,0,,Tuesday,4,Q2,0.218,1
2022-04-07,06:00,65,66,500,Regular Mass,Sunny,0,,Thursday,4,Q2,0.13,1
2022-04-07,09:00,98,98,500,Funeral,Sunny,0,,Thursday,4,Q2,0.196,0
2022-04-09,10:00,141,158,500,Youth Mass,Sunny,0,,Saturday,4,Q2,0.282,0
2022-04-09,15:00,142,142,500,Wedding,Sunny,0,,Saturday,4,Q2,0.284,0
2022-04-09,17:00,91,97,500,Regular Mass,Sunny,0,,Saturday,4,Q2,0.182,1
2022-04-10,06:00,186,209,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.372,0
2022-04-10,08:00,256,274,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.465,0
2022-04-10,10:00,260,286,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.473,0
2022-04-10,17:00,215,225,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.43,0
2022-04-12,17:00,114,133,500,Novena,Sunny,0,,Tuesday,4,Q2,0.228,1
2022-04-14,06:00,67,69,500,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.134,1
2022-04-16,17:00,77,86,500,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.154,1
2022-04-17,06:00,161,174,500,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.322,1
2022-04-17,08:00,232,262,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.422,0
2022-04-17,10:00,276,283,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.502,0
2022-04-17,17:00,213,238,500,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.426,0
2022-04-19,17:00,113,115,500,Novena,Cloudy,0,,Tuesday,4,Q2,0.226,1
2022-04-21,06:00,80,84,500,Regular Mass,Sunny,0,,Thursday,4,Q2,0.16,1
2022-04-23,10:00,89,89,500,Youth Mass,Cloudy,0,Unexpected local disruption,Saturday,4,Q2,0.178,0
2022-04-23,13:00,80,80,500,Funeral,Cloudy,0,,Saturday,4,Q2,0.16,0
2022-04-23,17:00,85,98,500,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.17,1
2022-04-24,06:00,181,186,500,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.362,0
2022-04-24,08:00,234,256,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.425,0
2022-04-24,10:00,304,341,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.553,0
2022-04-24,17:00,214,229,500,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.428,0
2022-04-26,17:00,115,115,500,Novena,Sunny,0,,Tuesday,4,Q2,0.23,1
2022-04-28,06:00,69,82,500,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.138,1
2022-04-30,09:00,88,96,500,Funeral,Cloudy,0,,Saturday,4,Q2,0.176,0
2022-04-30,17:00,94,107,500,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.188,1
2022-05-01,06:00,140,144,500,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.28,1
2022-05-01,08:00,193,208,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.351,0
2022-05-01,10:00,259,289,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.471,0
2022-05-01,17:00,160,164,500,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.32,1
2022-05-02,13:00,70,70,500,Funeral,Rainy,0,,Monday,5,Q2,0.14,0
2022-05-03,17:00,68,68,500,Novena,Stormy,0,,Tuesday,5,Q2,0.136,1
2022-05-05,06:00,53,57,500,Regular Mass,Stormy,0,,Thursday,5,Q2,0.106,1
2022-05-07,17:00,85,85,500,Regular Mass,Sunny,0,,Saturday,5,Q2,0.17,1
2022-05-08,06:00,124,128,500,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.248,1
2022-05-08,08:00,188,196,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.342,1
2022-05-08,10:00,237,258,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.431,0
2022-05-08,17:00,178,181,500,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.356,0
2022-05-10,17:00,104,116,500,Novena,Cloudy,0,,Tuesday,5,Q2,0.208,1
2022-05-12,06:00,55,55,500,Regular Mass,Cloudy,0,,Thursday,5,Q2,0.11,1
2022-05-14,09:00,63,63,500,Funeral,Rainy,0,,Saturday,5,Q2,0.126,0
2022-05-14,10:00,103,108,500,Youth Mass,Rainy,0,,Saturday,5,Q2,0.206,0
2022-05-14,17:00,63,66,500,Regular Mass,Rainy,0,,Saturday,5,Q2,0.126,1
2022-05-15,06:00,144,147,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.288,1
2022-05-15,08:00,251,256,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.456,0
2022-05-15,10:00,164,168,550,Sunday Mass,Cloudy,0,Unexpected local disruption,Sunday,5,Q2,0.298,1
2022-05-15,17:00,219,233,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.438,0
2022-05-17,17:00,87,92,500,Novena,Rainy,0,,Tuesday,5,Q2,0.174,1
2022-05-19,06:00,53,64,500,Regular Mass,Rainy,0,,Thursday,5,Q2,0.106,1
2022-05-21,15:00,156,168,500,Wedding,Sunny,0,,Saturday,5,Q2,0.312,0
2022-05-21,17:00,93,99,500,Regular Mass,Sunny,0,,Saturday,5,Q2,0.186,1
2022-05-22,06:00,141,153,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.282,1
2022-05-22,08:00,205,223,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.373,0
2022-05-22,10:00,275,300,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.5,0
2022-05-22,17:00,195,210,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.39,0
2022-05-24,13:00,55,55,500,Funeral,Rainy,0,,Tuesday,5,Q2,0.11,0
2022-05-24,17:00,93,100,500,Novena,Rainy,0,,Tuesday,5,Q2,0.186,1
2022-05-26,06:00,48,55,500,Regular Mass,Stormy,0,,Thursday,5,Q2,0.096,1
2022-05-28,10:00,138,146,500,Youth Mass,Cloudy,0,,Saturday,5,Q2,0.276,0
2022-05-28,17:00,71,71,500,Regular Mass,Cloudy,0,,Saturday,5,Q2,0.142,1
2022-05-29,06:00,177,192,500,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.354,0
2022-05-29,08:00,228,256,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.415,0
2022-05-29,10:00,296,323,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.538,0
2022-05-29,17:00,188,210,500,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.376,0
2022-05-31,17:00,92,100,500,Novena,Sunny,0,,Tuesday,5,Q2,0.184,1
2022-06-02,06:00,55,56,500,Regular Mass,Rainy,0,,Thursday,6,Q2,0.11,1
2022-06-02,13:00,66,80,500,Funeral,Rainy,0,,Thursday,6,Q2,0.132,0
2022-06-04,17:00,94,97,500,Regular Mass,Sunny,0,,Saturday,6,Q2,0.188,1
2022-06-05,06:00,148,170,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.296,1
2022-06-05,08:00,220,245,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.4,0
2022-06-05,10:00,167,179,550,Sunday Mass,Cloudy,0,Unexpected local disruption,Sunday,6,Q2,0.304,1
2022-06-05,17:00,166,166,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.332,1
2022-06-07,17:00,79,88,500,Novena,Stormy,0,,Tuesday,6,Q2,0.158,1
2022-06-09,06:00,63,63,500,Regular Mass,Sunny,0,,Thursday,6,Q2,0.126,1
2022-06-10,15:00,120,130,500,Wedding,Rainy,0,,Friday,6,Q2,0.24,0
2022-06-11,10:00,123,136,500,Youth Mass,Cloudy,0,,Saturday,6,Q2,0.246,0
2022-06-11,17:00,86,108,500,Regular Mass,Cloudy,0,,Saturday,6,Q2,0.172,1
2022-06-12,06:00,159,160,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.318,1
2022-06-12,08:00,223,237,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.405,0
2022-06-12,10:00,254,284,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.462,0
2022-06-12,13:00,76,97,500,Funeral,Cloudy,0,,Sunday,6,Q2,0.152,0
2022-06-12,17:00,173,183,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.346,1
2022-06-14,17:00,62,63,500,Novena,Stormy,0,,Tuesday,6,Q2,0.124,1
2022-06-16,06:00,78,86,500,Regular Mass,Cloudy,0,,Thursday,6,Q2,0.156,1
2022-06-18,17:00,60,68,500,Regular Mass,Stormy,0,,Saturday,6,Q2,0.12,1
2022-06-19,06:00,150,169,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.3,1
2022-06-19,08:00,199,212,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.362,0
2022-06-19,10:00,277,293,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.504,0
2022-06-19,17:00,168,173,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.336,1
2022-06-21,17:00,99,109,500,Novena,Cloudy,0,,Tuesday,6,Q2,0.198,1
2022-06-23,06:00,58,70,500,Regular Mass,Cloudy,0,,Thursday,6,Q2,0.116,1
2022-06-25,10:00,101,106,500,Youth Mass,Rainy,0,,Saturday,6,Q2,0.202,0
2022-06-25,17:00,73,85,500,Regular Mass,Rainy,0,,Saturday,6,Q2,0.146,1
2022-06-26,06:00,153,153,500,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.306,1
2022-06-26,08:00,216,225,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.393,0
2022-06-26,10:00,270,283,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.491,0
2022-06-26,17:00,191,207,500,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.382,0
2022-06-28,17:00,100,101,500,Novena,Sunny,0,,Tuesday,6,Q2,0.2,1
2022-06-30,06:00,58,77,500,Regular Mass,Cloudy,0,,Thursday,6,Q2,0.116,1
2022-07-02,10:00,100,107,500,Wedding,Cloudy,0,,Saturday,7,Q3,0.2,0
2022-07-02,17:00,76,76,500,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.152,1
2022-07-03,06:00,112,115,500,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.224,1
2022-07-03,08:00,141,146,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.256,1
2022-07-03,10:00,178,183,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.324,1
2022-07-03,17:00,125,129,500,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.25,1
2022-07-05,17:00,86,102,500,Novena,Rainy,0,,Tuesday,7,Q3,0.172,1
2022-07-07,06:00,42,47,500,Regular Mass,Stormy,0,,Thursday,7,Q3,0.084,1
2022-07-09,10:00,115,116,500,Youth Mass,Rainy,0,,Saturday,7,Q3,0.23,0
2022-07-09,17:00,64,64,500,Regular Mass,Rainy,0,,Saturday,7,Q3,0.128,1
2022-07-10,06:00,145,154,500,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.29,1
2022-07-10,08:00,223,233,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.405,0
2022-07-10,10:00,252,276,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.458,0
2022-07-10,17:00,195,210,500,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.39,0
2022-07-12,17:00,101,103,500,Novena,Sunny,0,,Tuesday,7,Q3,0.202,1
2022-07-14,06:00,75,86,500,Regular Mass,Sunny,0,,Thursday,7,Q3,0.15,1
2022-07-15,15:00,116,125,500,Wedding,Rainy,0,,Friday,7,Q3,0.232,0
2022-07-16,17:00,103,105,500,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.206,1
2022-07-17,06:00,102,102,500,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.204,1
2022-07-17,08:00,115,129,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.209,1
2022-07-17,10:00,151,167,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.275,1
2022-07-17,17:00,109,121,500,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.218,1
2022-07-19,17:00,59,63,500,Novena,Cloudy,0,Unexpected local disruption,Tuesday,7,Q3,0.118,1
2022-07-21,06:00,62,78,500,Regular Mass,Rainy,0,,Thursday,7,Q3,0.124,1
2022-07-23,10:00,73,73,500,Youth Mass,Stormy,0,,Saturday,7,Q3,0.146,0
2022-07-23,17:00,58,58,500,Regular Mass,Stormy,0,,Saturday,7,Q3,0.116,1
2022-07-24,06:00,119,119,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.238,1
2022-07-24,08:00,192,204,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.349,1
2022-07-24,10:00,221,221,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.402,0
2022-07-24,17:00,157,160,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.314,1
2022-07-26,17:00,111,113,500,Novena,Sunny,0,,Tuesday,7,Q3,0.222,1
2022-07-28,06:00,72,72,500,Regular Mass,Sunny,0,,Thursday,7,Q3,0.144,1
2022-07-30,17:00,70,70,500,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.14,1
2022-07-31,06:00,147,147,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.294,1
2022-07-31,08:00,165,179,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.3,1
2022-07-31,10:00,201,203,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.365,0
2022-07-31,17:00,134,145,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.268,1
2022-08-02,17:00,72,72,500,Novena,Rainy,0,,Tuesday,8,Q3,0.144,1
2022-08-04,06:00,71,92,500,Regular Mass,Sunny,0,,Thursday,8,Q3,0.142,1
2022-08-06,17:00,62,68,500,Regular Mass,Stormy,0,,Saturday,8,Q3,0.124,1
2022-08-07,06:00,155,155,500,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.31,1
2022-08-07,08:00,237,245,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.431,0
2022-08-07,10:00,240,252,550,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.436,0
2022-08-07,17:00,188,197,500,Sunday Mass,Cloudy,0,,Sunday,8,Q3,0.376,0
2022-08-09,17:00,98,102,500,Novena,Cloudy,0,,Tuesday,8,Q3,0.196,1
2022-08-11,06:00,63,73,500,Regular Mass,Cloudy,0,,Thursday,8,Q3,0.126,1
2022-08-13,10:00,127,134,500,Youth Mass,Sunny,0,,Saturday,8,Q3,0.254,0
2022-08-13,17:00,78,87,500,Regular Mass,Sunny,0,,Saturday,8,Q3,0.156,1
2022-08-14,06:00,114,131,500,Sunday Mass,Sunny,0,Unexpected local disruption,Sunday,8,Q3,0.228,1
2022-08-14,08:00,219,235,550,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.398,0
2022-08-14,10:00,290,311,550,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.527,0
2022-08-14,17:00,186,194,500,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.372,0
2022-08-16,17:00,55,63,500,Novena,Stormy,0,,Tuesday,8,Q3,0.11,1
2022-08-18,06:00,47,47,500,Regular Mass,Rainy,0,,Thursday,8,Q3,0.094,1
