date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
3/7/2020,9:00,54,56,500,Funeral,Stormy,0,,Saturday,3,Q1,0.108,0
3/7/2020,17:00,50,53,500,Regular Mass,Stormy,0,,Saturday,3,Q1,0.1,1
3/8/2020,6:00,143,157,500,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.286,1
3/8/2020,8:00,201,218,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.365,0
3/8/2020,9:00,84,91,500,Funeral,Sunny,0,,Sunday,3,Q1,0.168,0
3/8/2020,10:00,240,254,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.436,0
3/8/2020,17:00,156,170,500,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.312,1
3/10/2020,17:00,89,107,500,Novena,Cloudy,0,,Tuesday,3,Q1,0.178,1
3/12/2020,6:00,50,50,500,Regular Mass,Sunny,0,,Thursday,3,Q1,0.1,1
3/14/2020,10:00,111,120,500,Youth Mass,Sunny,0,,Saturday,3,Q1,0.222,0
3/14/2020,17:00,75,84,500,Regular Mass,Sunny,0,,Saturday,3,Q1,0.15,1
3/15/2020,6:00,124,134,500,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.248,1
3/15/2020,8:00,223,229,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.405,0
3/15/2020,10:00,219,221,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.398,0
3/15/2020,17:00,151,158,500,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.302,1
3/17/2020,17:00,94,99,500,Novena,Sunny,0,,Tuesday,3,Q1,0.188,1
3/19/2020,6:00,55,55,500,Regular Mass,Sunny,0,,Thursday,3,Q1,0.11,1
3/21/2020,17:00,51,55,500,Regular Mass,Rainy,0,,Saturday,3,Q1,0.102,1
3/22/2020,6:00,144,144,500,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.288,1
3/22/2020,8:00,180,193,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.327,1
3/22/2020,9:00,60,68,500,Funeral,Sunny,0,,Sunday,3,Q1,0.12,0
3/22/2020,10:00,257,280,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.467,0
3/22/2020,17:00,151,167,500,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.302,1
3/24/2020,17:00,97,100,500,Novena,Sunny,0,,Tuesday,3,Q1,0.194,1
3/26/2020,6:00,43,45,500,Regular Mass,Rainy,0,Unexpected local disruption,Thursday,3,Q1,0.086,1
3/28/2020,10:00,102,110,500,Youth Mass,Rainy,0,,Saturday,3,Q1,0.204,0
3/28/2020,17:00,57,67,500,Regular Mass,Rainy,0,,Saturday,3,Q1,0.114,1
3/29/2020,6:00,165,184,500,Sunday Mass,Cloudy,1,Holy Week,Sunday,3,Q1,0.33,1
3/29/2020,8:00,282,305,550,Holiday Mass,Cloudy,1,Holy Week,Sunday,3,Q1,0.513,0
3/29/2020,8:00,251,275,550,Sunday Mass,Cloudy,1,Holy Week,Sunday,3,Q1,0.456,0
3/29/2020,10:00,308,326,550,Sunday Mass,Cloudy,1,Holy Week,Sunday,3,Q1,0.56,0
3/29/2020,17:00,254,284,500,Holiday Mass,Cloudy,1,Holy Week,Sunday,3,Q1,0.508,0
3/29/2020,17:00,220,255,500,Sunday Mass,Cloudy,1,Holy Week,Sunday,3,Q1,0.44,0
3/31/2020,8:00,340,370,550,Holiday Mass,Sunny,1,Easter Sunday,Tuesday,3,Q1,0.618,0
3/31/2020,17:00,310,316,500,Holiday Mass,Sunny,1,Easter Sunday,Tuesday,3,Q1,0.62,0
3/31/2020,17:00,138,138,500,Novena,Sunny,1,Easter Sunday,Tuesday,3,Q1,0.276,1
4/2/2020,6:00,45,45,500,Regular Mass,Sunny,0,,Thursday,4,Q2,0.09,1
4/4/2020,17:00,80,88,500,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.16,1
4/5/2020,6:00,138,150,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.276,1
4/5/2020,8:00,233,243,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.424,0
4/5/2020,10:00,207,224,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.376,0
4/5/2020,17:00,143,158,500,Sunday Mass,Sunny,0,Unexpected local disruption,Sunday,4,Q2,0.286,1
4/7/2020,17:00,94,94,500,Novena,Sunny,0,,Tuesday,4,Q2,0.188,1
4/9/2020,6:00,69,78,500,Regular Mass,Sunny,0,,Thursday,4,Q2,0.138,1
4/10/2020,15:00,129,140,500,Wedding,Sunny,0,,Friday,4,Q2,0.258,0
4/11/2020,8:00,147,147,500,Parish Event,Sunny,0,,Saturday,4,Q2,0.294,0
4/11/2020,10:00,118,127,500,Youth Mass,Sunny,0,,Saturday,4,Q2,0.236,0
4/11/2020,17:00,84,92,500,Regular Mass,Sunny,0,,Saturday,4,Q2,0.168,1
4/12/2020,6:00,132,132,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.264,1
4/12/2020,8:00,206,225,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.375,0
4/12/2020,10:00,222,234,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.404,0
4/12/2020,17:00,158,160,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.316,1
4/14/2020,17:00,71,82,500,Novena,Cloudy,0,,Tuesday,4,Q2,0.142,1
4/16/2020,6:00,55,55,500,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.11,1
4/18/2020,17:00,82,82,500,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.164,1
4/19/2020,6:00,153,156,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.306,1
4/19/2020,8:00,217,247,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.395,0
4/19/2020,10:00,218,218,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.396,0
4/19/2020,17:00,183,192,500,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.366,0
4/21/2020,17:00,82,83,500,Novena,Rainy,0,,Tuesday,4,Q2,0.164,1
4/23/2020,6:00,57,67,500,Regular Mass,Sunny,0,,Thursday,4,Q2,0.114,1
4/25/2020,10:00,61,76,500,Youth Mass,Stormy,0,,Saturday,4,Q2,0.122,0
4/25/2020,17:00,54,65,500,Regular Mass,Stormy,0,,Saturday,4,Q2,0.108,1
4/26/2020,6:00,122,144,500,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.244,1
4/26/2020,8:00,173,180,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.315,1
4/26/2020,10:00,191,202,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.347,1
4/26/2020,17:00,147,174,500,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.294,1
4/28/2020,17:00,75,75,500,Novena,Rainy,0,,Tuesday,4,Q2,0.15,1
4/30/2020,6:00,49,59,500,Regular Mass,Rainy,0,,Thursday,4,Q2,0.098,1
5/2/2020,17:00,71,71,500,Regular Mass,Cloudy,0,,Saturday,5,Q2,0.142,1
5/3/2020,6:00,144,165,500,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.288,1
5/3/2020,8:00,191,206,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.347,1
5/3/2020,10:00,233,257,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.424,0
5/3/2020,17:00,180,201,500,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.36,0
5/5/2020,17:00,71,71,500,Novena,Rainy,0,,Tuesday,5,Q2,0.142,1
5/7/2020,6:00,57,57,500,Regular Mass,Cloudy,0,,Thursday,5,Q2,0.114,1
5/9/2020,10:00,86,92,500,Wedding,Rainy,0,,Saturday,5,Q2,0.172,0
5/9/2020,10:00,80,96,500,Youth Mass,Rainy,0,,Saturday,5,Q2,0.16,0
5/9/2020,17:00,49,54,500,Regular Mass,Rainy,0,,Saturday,5,Q2,0.098,1
5/10/2020,6:00,131,153,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.262,1
5/10/2020,8:00,181,203,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.329,1
5/10/2020,10:00,211,234,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.384,0
5/10/2020,17:00,153,160,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.306,1
5/12/2020,9:00,72,72,500,Funeral,Sunny,0,,Tuesday,5,Q2,0.144,0
5/12/2020,17:00,75,82,500,Novena,Sunny,0,,Tuesday,5,Q2,0.15,1
5/14/2020,6:00,46,46,500,Regular Mass,Rainy,0,,Thursday,5,Q2,0.092,1
5/16/2020,13:00,55,62,500,Funeral,Sunny,0,,Saturday,5,Q2,0.11,0
5/16/2020,17:00,83,86,500,Regular Mass,Sunny,0,,Saturday,5,Q2,0.166,1
5/17/2020,6:00,122,133,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.244,1
5/17/2020,8:00,191,210,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.347,1
5/17/2020,10:00,214,221,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.389,0
5/17/2020,17:00,158,175,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.316,1
5/19/2020,17:00,103,110,500,Novena,Sunny,0,,Tuesday,5,Q2,0.206,1
5/21/2020,6:00,59,73,500,Regular Mass,Cloudy,0,,Thursday,5,Q2,0.118,1
5/23/2020,10:00,104,114,500,Youth Mass,Cloudy,0,,Saturday,5,Q2,0.208,0
5/23/2020,17:00,65,65,500,Regular Mass,Cloudy,0,,Saturday,5,Q2,0.13,1
5/24/2020,6:00,135,142,500,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.27,1
5/24/2020,8:00,213,221,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.387,0
5/24/2020,10:00,231,244,550,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.42,0
5/24/2020,17:00,167,174,500,Sunday Mass,Sunny,0,,Sunday,5,Q2,0.334,1
5/26/2020,17:00,79,88,500,Novena,Sunny,0,,Tuesday,5,Q2,0.158,1
5/28/2020,6:00,46,46,500,Regular Mass,Rainy,0,,Thursday,5,Q2,0.092,1
5/30/2020,17:00,36,42,500,Regular Mass,Stormy,0,,Saturday,5,Q2,0.072,1
5/31/2020,6:00,137,145,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.274,1
5/31/2020,8:00,169,184,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.307,1
5/31/2020,10:00,213,224,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.387,0
5/31/2020,17:00,143,168,500,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.286,1
6/2/2020,17:00,87,98,500,Novena,Sunny,0,,Tuesday,6,Q2,0.174,1
6/4/2020,6:00,54,66,500,Regular Mass,Sunny,0,,Thursday,6,Q2,0.108,1
6/6/2020,17:00,61,72,500,Regular Mass,Cloudy,0,,Saturday,6,Q2,0.122,1
6/7/2020,6:00,160,164,500,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.32,1
6/7/2020,8:00,193,201,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.351,0
6/7/2020,10:00,215,238,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.391,0
6/7/2020,17:00,189,206,500,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.378,0
6/8/2020,13:00,59,61,500,Funeral,Rainy,0,,Monday,6,Q2,0.118,0
6/9/2020,17:00,77,83,500,Novena,Rainy,0,,Tuesday,6,Q2,0.154,1
6/11/2020,6:00,66,80,500,Regular Mass,Sunny,0,,Thursday,6,Q2,0.132,1
6/13/2020,10:00,87,87,500,Youth Mass,Rainy,0,,Saturday,6,Q2,0.174,0
6/13/2020,17:00,69,77,500,Regular Mass,Rainy,0,,Saturday,6,Q2,0.138,1
6/14/2020,6:00,92,106,500,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.184,1
6/14/2020,8:00,158,169,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.287,1
6/14/2020,10:00,190,190,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.345,1
6/14/2020,17:00,119,123,500,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.238,1
6/16/2020,17:00,85,100,500,Novena,Sunny,0,,Tuesday,6,Q2,0.17,1
6/18/2020,6:00,45,46,500,Regular Mass,Rainy,0,,Thursday,6,Q2,0.09,1
6/20/2020,17:00,39,47,500,Regular Mass,Stormy,0,,Saturday,6,Q2,0.078,1
6/21/2020,6:00,128,128,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.256,1
6/21/2020,8:00,171,180,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.311,1
6/21/2020,10:00,231,244,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.42,0
6/21/2020,17:00,143,147,500,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.286,1
6/23/2020,17:00,73,76,500,Novena,Rainy,0,,Tuesday,6,Q2,0.146,1
6/25/2020,6:00,51,54,500,Regular Mass,Rainy,0,,Thursday,6,Q2,0.102,1
6/27/2020,10:00,91,99,500,Youth Mass,Cloudy,0,,Saturday,6,Q2,0.182,0
6/27/2020,17:00,68,81,500,Regular Mass,Cloudy,0,,Saturday,6,Q2,0.136,1
6/28/2020,6:00,120,139,500,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.24,1
6/28/2020,8:00,190,201,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.345,1
6/28/2020,10:00,223,223,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.405,0
6/28/2020,17:00,151,160,500,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.302,1
6/30/2020,17:00,78,81,500,Novena,Cloudy,0,,Tuesday,6,Q2,0.156,1
7/2/2020,6:00,48,59,500,Regular Mass,Rainy,0,,Thursday,7,Q3,0.096,1
7/4/2020,17:00,64,64,500,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.128,1
7/5/2020,6:00,121,133,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.242,1
7/5/2020,8:00,156,170,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.284,1
7/5/2020,10:00,198,204,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.36,0
7/5/2020,17:00,146,146,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.292,1
7/7/2020,17:00,93,104,500,Novena,Sunny,0,,Tuesday,7,Q3,0.186,1
7/9/2020,6:00,33,36,500,Regular Mass,Rainy,0,,Thursday,7,Q3,0.066,1
7/11/2020,10:00,85,89,500,Youth Mass,Rainy,0,,Saturday,7,Q3,0.17,0
7/11/2020,17:00,49,62,500,Regular Mass,Rainy,0,,Saturday,7,Q3,0.098,1
7/12/2020,6:00,140,151,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.28,1
7/12/2020,8:00,164,180,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.298,1
7/12/2020,10:00,178,190,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.324,1
7/12/2020,17:00,125,137,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.25,1
7/14/2020,13:00,69,74,500,Funeral,Sunny,0,,Tuesday,7,Q3,0.138,0
7/14/2020,17:00,80,86,500,Novena,Sunny,0,,Tuesday,7,Q3,0.16,1
7/16/2020,6:00,61,61,500,Regular Mass,Rainy,0,,Thursday,7,Q3,0.122,1
7/18/2020,17:00,69,74,500,Regular Mass,Sunny,0,,Saturday,7,Q3,0.138,1
7/19/2020,6:00,110,141,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.22,1
7/19/2020,8:00,150,171,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.273,1
7/19/2020,10:00,191,211,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.347,1
7/19/2020,17:00,128,128,500,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.256,1
7/21/2020,17:00,72,72,500,Novena,Rainy,0,,Tuesday,7,Q3,0.144,1
7/23/2020,6:00,66,73,500,Regular Mass,Cloudy,0,,Thursday,7,Q3,0.132,1
7/25/2020,10:00,101,101,500,Youth Mass,Sunny,0,,Saturday,7,Q3,0.202,0
7/25/2020,17:00,82,84,500,Regular Mass,Sunny,0,,Saturday,7,Q3,0.164,1
7/26/2020,6:00,83,98,500,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.166,1
7/26/2020,8:00,112,126,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.204,1
7/26/2020,10:00,123,124,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.224,1
7/26/2020,17:00,101,111,500,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.202,1
7/28/2020,17:00,72,80,500,Novena,Rainy,0,,Tuesday,7,Q3,0.144,1
7/30/2020,6:00,59,66,500,Regular Mass,Sunny,0,,Thursday,7,Q3,0.118,1
8/1/2020,17:00,58,68,500,Regular Mass,Rainy,0,,Saturday,8,Q3,0.116,1
8/2/2020,6:00,98,101,500,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.196,1
8/2/2020,8:00,160,182,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.291,1
8/2/2020,10:00,185,185,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.336,1
8/2/2020,17:00,121,135,500,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.242,1
8/4/2020,17:00,84,92,500,Novena,Sunny,0,,Tuesday,8,Q3,0.168,1
8/6/2020,6:00,51,56,500,Regular Mass,Sunny,0,,Thursday,8,Q3,0.102,1
8/8/2020,10:00,110,118,500,Youth Mass,Cloudy,0,,Saturday,8,Q3,0.22,0
8/8/2020,17:00,65,74,500,Regular Mass,Cloudy,0,,Saturday,8,Q3,0.13,1
8/9/2020,6:00,127,134,500,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.254,1
8/9/2020,8:00,165,165,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.3,1
8/9/2020,10:00,170,178,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.309,1
8/9/2020,13:00,45,45,500,Funeral,Rainy,0,,Sunday,8,Q3,0.09,0
8/9/2020,17:00,119,124,500,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.238,1
8/11/2020,17:00,67,82,500,Novena,Rainy,0,,Tuesday,8,Q3,0.134,1
8/13/2020,6:00,45,47,500,Regular Mass,Rainy,0,,Thursday,8,Q3,0.09,1
8/15/2020,17:00,74,75,500,Regular Mass,Cloudy,0,,Saturday,8,Q3,0.148,1
8/16/2020,6:00,95,102,500,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.19,1
8/16/2020,8:00,89,96,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.162,1
8/16/2020,10:00,129,145,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.235,1
8/16/2020,17:00,90,95,500,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.18,1
8/18/2020,17:00,78,86,500,Novena,Cloudy,0,,Tuesday,8,Q3,0.156,1
8/20/2020,6:00,52,52,500,Regular Mass,Cloudy,0,,Thursday,8,Q3,0.104,1
8/22/2020,10:00,107,118,500,Youth Mass,Sunny,0,,Saturday,8,Q3,0.214,0
8/22/2020,17:00,52,61,500,Regular Mass,Sunny,0,,Saturday,8,Q3,0.104,1
8/23/2020,6:00,140,144,500,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.28,1
8/23/2020,8:00,174,199,550,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.316,1
8/23/2020,10:00,202,209,550,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.367,0
8/23/2020,17:00,150,167,500,Sunday Mass,Sunny,0,,Sunday,8,Q3,0.3,1
8/25/2020,17:00,60,63,500,Novena,Rainy,0,,Tuesday,8,Q3,0.12,1
