date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
2023-04-20,06:00,74,77,550,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.135,1
2023-04-22,10:00,155,173,550,Youth Mass,Sunny,0,,Saturday,4,Q2,0.282,0
2023-04-22,17:00,96,102,550,Regular Mass,Sunny,0,,Saturday,4,Q2,0.175,1
2023-04-23,06:00,210,220,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.382,0
2023-04-23,08:00,291,294,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.529,0
2023-04-23,10:00,321,342,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.584,0
2023-04-23,17:00,241,266,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.438,0
2023-04-25,17:00,116,116,550,Novena,Sunny,0,,Tuesday,4,Q2,0.211,1
2023-04-27,06:00,72,82,550,Regular Mass,Rainy,0,,Thursday,4,Q2,0.131,1
2023-04-29,17:00,81,89,550,Regular Mass,Rainy,0,,Saturday,4,Q2,0.147,1
2023-04-30,06:00,206,251,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.375,0
2023-04-30,08:00,284,302,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.516,0
2023-04-30,10:00,313,336,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.569,0
2023-04-30,17:00,224,231,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.407,0
2023-05-02,17:00,120,137,550,Novena,Sunny,0,,Tuesday,5,Q2,0.218,1
2023-05-04,06:00,82,82,550,Regular Mass,Cloudy,0,,Thursday,5,Q2,0.149,1
2023-05-05,10:00,109,119,550,Wedding,Rainy,0,,Friday,5,Q2,0.198,0
2023-05-06,17:00,98,99,550,Regular Mass,Cloudy,0,,Saturday,5,Q2,0.178,1
2023-05-07,06:00,164,177,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.298,1
2023-05-07,08:00,222,234,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.404,0
2023-05-07,10:00,260,270,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.473,0
2023-05-07,17:00,185,185,550,Sunday Mass,Rainy,0,,Sunday,5,Q2,0.336,1
2023-05-09,17:00,102,112,550,Novena,Rainy,0,,Tuesday,5,Q2,0.185,1
2023-05-11,06:00,79,80,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.144,1
2023-05-13,10:00,119,139,550,Wedding,Cloudy,0,,Saturday,5,Q2,0.216,0
2023-05-13,10:00,146,150,550,Youth Mass,Cloudy,0,,Saturday,5,Q2,0.265,0
2023-05-13,17:00,102,102,550,Regular Mass,Cloudy,0,,Saturday,5,Q2,0.185,1
2023-05-14,06:00,181,186,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.329,1
2023-05-14,08:00,267,288,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.485,0
2023-05-14,10:00,289,306,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.525,0
2023-05-14,17:00,220,229,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.4,0
2023-05-16,17:00,106,108,550,Novena,Sunny,0,,Tuesday,5,Q2,0.193,1
2023-05-18,06:00,73,76,550,Regular Mass,Sunny,0,,Thursday,5,Q2,0.133,1
2023-05-18,09:00,97,106,550,Funeral,Sunny,0,,Thursday,5,Q2,0.176,0
2023-05-20,17:00,102,124,550,Regular Mass,Sunny,0,,Saturday,5,Q2,0.185,1
2023-05-21,06:00,184,200,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.335,1
2023-05-21,08:00,241,271,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.438,0
2023-05-21,10:00,307,339,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.558,0
2023-05-21,17:00,231,246,550,Sunday Mass,Cloudy,0,,Sunday,5,Q2,0.42,0
2023-05-23,17:00,104,117,550,Novena,Cloudy,0,,Tuesday,5,Q2,0.189,1
2023-05-25,06:00,45,45,550,Regular Mass,Stormy,0,,Thursday,5,Q2,0.082,1
2023-05-27,10:00,137,146,550,Youth Mass,Cloudy,0,,Saturday,5,Q2,0.249,0
2023-05-27,17:00,86,92,550,Regular Mass,Cloudy,0,,Saturday,5,Q2,0.156,1
2023-05-28,06:00,107,109,550,Sunday Mass,Stormy,0,,Sunday,5,Q2,0.195,1
2023-05-28,08:00,169,169,550,Sunday Mass,Stormy,0,,Sunday,5,Q2,0.307,1
2023-05-28,10:00,206,216,550,Sunday Mass,Stormy,0,,Sunday,5,Q2,0.375,0
2023-05-28,17:00,115,135,550,Sunday Mass,Stormy,0,,Sunday,5,Q2,0.209,1
2023-05-30,17:00,102,102,550,Novena,Rainy,0,,Tuesday,5,Q2,0.185,1
2023-06-01,06:00,70,75,550,Regular Mass,Rainy,0,,Thursday,6,Q2,0.127,1
2023-06-03,17:00,39,59,550,Regular Mass,Rainy,0,Unexpected local disruption,Saturday,6,Q2,0.071,1
2023-06-04,06:00,124,131,550,Sunday Mass,Sunny,0,Unexpected local disruption,Sunday,6,Q2,0.225,1
2023-06-04,08:00,244,260,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.444,0
2023-06-04,10:00,286,303,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.52,0
2023-06-04,17:00,220,249,550,Sunday Mass,Sunny,0,,Sunday,6,Q2,0.4,0
2023-06-05,13:00,79,79,550,Funeral,Sunny,0,,Monday,6,Q2,0.144,0
2023-06-06,17:00,70,79,550,Novena,Stormy,0,,Tuesday,6,Q2,0.127,1
2023-06-08,06:00,76,89,550,Regular Mass,Cloudy,0,,Thursday,6,Q2,0.138,1
2023-06-10,10:00,132,132,550,Youth Mass,Rainy,0,,Saturday,6,Q2,0.24,0
2023-06-10,17:00,84,93,550,Regular Mass,Rainy,0,,Saturday,6,Q2,0.153,1
2023-06-11,06:00,151,161,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.275,1
2023-06-11,08:00,201,215,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.365,0
2023-06-11,10:00,248,280,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.451,0
2023-06-11,17:00,188,195,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.342,1
2023-06-13,17:00,97,101,550,Novena,Rainy,0,,Tuesday,6,Q2,0.176,1
2023-06-15,06:00,63,64,550,Regular Mass,Rainy,0,,Thursday,6,Q2,0.115,1
2023-06-17,17:00,35,44,550,Regular Mass,Rainy,0,Unexpected local disruption,Saturday,6,Q2,0.064,1
2023-06-18,06:00,170,191,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.309,1
2023-06-18,08:00,237,253,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.431,0
2023-06-18,10:00,285,291,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.518,0
2023-06-18,17:00,200,222,550,Sunday Mass,Cloudy,0,,Sunday,6,Q2,0.364,0
2023-06-19,09:00,86,105,550,Funeral,Cloudy,0,,Monday,6,Q2,0.156,0
2023-06-20,17:00,119,126,550,Novena,Cloudy,0,,Tuesday,6,Q2,0.216,1
2023-06-22,06:00,77,77,550,Regular Mass,Sunny,0,,Thursday,6,Q2,0.14,1
2023-06-24,10:00,89,98,550,Youth Mass,Stormy,0,,Saturday,6,Q2,0.162,0
2023-06-24,17:00,51,51,550,Regular Mass,Stormy,0,,Saturday,6,Q2,0.093,1
2023-06-25,06:00,167,183,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.304,1
2023-06-25,08:00,207,210,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.376,0
2023-06-25,10:00,252,269,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.458,0
2023-06-25,17:00,171,183,550,Sunday Mass,Rainy,0,,Sunday,6,Q2,0.311,1
2023-06-27,17:00,64,64,550,Novena,Stormy,0,,Tuesday,6,Q2,0.116,1
2023-06-29,06:00,56,56,550,Regular Mass,Cloudy,0,Unexpected local disruption,Thursday,6,Q2,0.102,1
2023-06-29,09:00,80,97,550,Funeral,Cloudy,0,,Thursday,6,Q2,0.145,0
2023-07-01,17:00,81,83,550,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.147,1
2023-07-02,06:00,112,121,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.204,1
2023-07-02,08:00,149,149,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.271,1
2023-07-02,10:00,175,177,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.318,1
2023-07-02,17:00,151,165,550,Sunday Mass,Stormy,0,,Sunday,7,Q3,0.275,1
2023-07-04,17:00,119,126,550,Novena,Sunny,0,,Tuesday,7,Q3,0.216,1
2023-07-06,06:00,86,95,550,Regular Mass,Cloudy,0,,Thursday,7,Q3,0.156,1
2023-07-08,10:00,115,124,550,Youth Mass,Rainy,0,,Saturday,7,Q3,0.209,0
2023-07-08,17:00,68,68,550,Regular Mass,Rainy,0,,Saturday,7,Q3,0.124,1
2023-07-09,06:00,159,165,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.289,1
2023-07-09,08:00,212,245,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.385,0
2023-07-09,10:00,264,288,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.48,0
2023-07-09,17:00,187,214,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.34,1
2023-07-11,17:00,86,97,550,Novena,Rainy,0,,Tuesday,7,Q3,0.156,1
2023-07-13,06:00,54,69,550,Regular Mass,Stormy,0,,Thursday,7,Q3,0.098,1
2023-07-15,17:00,76,80,550,Regular Mass,Rainy,0,,Saturday,7,Q3,0.138,1
2023-07-16,06:00,170,188,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.309,1
2023-07-16,08:00,242,273,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.44,0
2023-07-16,10:00,285,301,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.518,0
2023-07-16,17:00,201,206,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.365,0
2023-07-18,17:00,93,99,550,Novena,Rainy,0,,Tuesday,7,Q3,0.169,1
2023-07-20,06:00,58,63,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.105,1
2023-07-22,10:00,121,140,550,Youth Mass,Cloudy,0,,Saturday,7,Q3,0.22,0
2023-07-22,17:00,86,95,550,Regular Mass,Cloudy,0,,Saturday,7,Q3,0.156,1
2023-07-23,06:00,159,169,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.289,1
2023-07-23,08:00,207,224,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.376,0
2023-07-23,10:00,119,127,550,Sunday Mass,Rainy,0,Unexpected local disruption,Sunday,7,Q3,0.216,1
2023-07-23,17:00,189,200,550,Sunday Mass,Rainy,0,,Sunday,7,Q3,0.344,1
2023-07-25,17:00,90,90,550,Novena,Rainy,0,,Tuesday,7,Q3,0.164,1
2023-07-27,06:00,69,69,550,Regular Mass,Rainy,0,,Thursday,7,Q3,0.125,1
2023-07-28,15:00,139,141,550,Wedding,Cloudy,0,,Friday,7,Q3,0.253,0
2023-07-29,17:00,85,91,550,Regular Mass,Rainy,0,,Saturday,7,Q3,0.155,1
2023-07-30,06:00,160,175,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.291,1
2023-07-30,08:00,248,269,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.451,0
2023-07-30,10:00,277,307,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.504,0
2023-07-30,17:00,216,229,550,Sunday Mass,Cloudy,0,,Sunday,7,Q3,0.393,0
2023-08-01,17:00,111,126,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.202,1
2023-08-03,06:00,47,58,550,Regular Mass,Stormy,0,,Thursday,8,Q3,0.085,1
2023-08-04,15:00,104,122,550,Wedding,Rainy,0,,Friday,8,Q3,0.189,0
2023-08-05,17:00,74,77,550,Regular Mass,Rainy,0,,Saturday,8,Q3,0.135,1
2023-08-06,06:00,108,109,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.196,1
2023-08-06,08:00,146,156,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.265,1
2023-08-06,10:00,182,187,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.331,1
2023-08-06,17:00,123,126,550,Sunday Mass,Stormy,0,,Sunday,8,Q3,0.224,1
2023-08-08,17:00,117,130,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.213,1
2023-08-10,06:00,54,54,550,Regular Mass,Rainy,0,,Thursday,8,Q3,0.098,1
2023-08-12,10:00,141,148,550,Youth Mass,Sunny,0,,Saturday,8,Q3,0.256,0
2023-08-12,15:00,147,147,550,Wedding,Sunny,0,,Saturday,8,Q3,0.267,0
2023-08-12,17:00,92,106,550,Regular Mass,Sunny,0,,Saturday,8,Q3,0.167,1
2023-08-13,06:00,153,161,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.278,1
2023-08-13,08:00,194,195,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.353,0
2023-08-13,10:00,233,249,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.424,0
2023-08-13,17:00,184,198,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.335,1
2023-08-14,13:00,70,83,550,Funeral,Cloudy,0,,Monday,8,Q3,0.127,0
2023-08-15,17:00,89,96,550,Novena,Rainy,0,,Tuesday,8,Q3,0.162,1
2023-08-17,06:00,57,61,550,Regular Mass,Rainy,0,,Thursday,8,Q3,0.104,1
2023-08-19,17:00,80,87,550,Regular Mass,Rainy,0,,Saturday,8,Q3,0.145,1
2023-08-20,06:00,162,173,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.295,1
2023-08-20,08:00,208,220,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.378,0
2023-08-20,10:00,263,292,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.478,0
2023-08-20,17:00,176,179,550,Sunday Mass,Rainy,0,,Sunday,8,Q3,0.32,1
2023-08-22,17:00,93,113,550,Novena,Cloudy,0,,Tuesday,8,Q3,0.169,1
2023-08-24,06:00,50,54,550,Regular Mass,Cloudy,0,Unexpected local disruption,Thursday,8,Q3,0.091,1
2023-08-26,10:00,129,132,550,Youth Mass,Cloudy,0,,Saturday,8,Q3,0.235,0
